country,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN
1995-Q1,,-1617.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516530.2,1039767.3,,129132.5,,10.4,5.370421692,8.163870056,43.3,,,4985487.9,1145213.2,,,,,,,,,,,,,,280976.0,565600.4,,,,9.7,3.893205746,24.483704558,43.7,,,2892468.3,664427.1,,,,,39290.4,79091.1,,9822.6,,8.9,3.985732661,1.295761454,39.3,,,441635.8,101447.9,,,,,,,,145037.3,291957.8,,36259.3,,8.8,-2.020322107,20.53446558,43.5,,,1643587.8,377547.5,,,,,,,,,,,,,,,,,,,,,,,,,116547.1,234607.4,,29136.8,,14.6,-12.907291065,12.77259319,32.7,,,797328.4,183153.8,,,,,,,,,123017.0,247631.2,,30754.2,,11.8,3.646168706,24.23483686,43.3,,,1038146.6,238472.0,,,,,,,,,496.77478,,,57696.3,,,,,
1995-Q2,,-2134.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538409.8,1065667.6,,134602.5,,10.6,2.037694754,7.422225662,44.1,,,5087076.9,1168549.2,,,,,,,,,,,,,,293135.6,580199.4,,,,10.1,0.556292771,20.24050985,43.9,,,2908558.9,668123.2,,,,,38488.5,76179.8,,9622.1,,8.9,-2.536978574,-4.821767231,38.3,,,430431.6,98874.2,,,,,,,,150310.4,297507.4,,37577.6,,9.0,1.632749017,8.527247918,44.2,,,1670423.5,383711.9,,,,,,,,,,,,,,,,,,,,,,,,,128037.8,253423.5,,32009.4,,15.0,6.819300732,3.484229517,34.9,,,851700.7,195643.6,,,,,,,,,136576.8,270324.8,,34144.2,,12.2,8.249481357,31.777379623,46.9,,,1123788.3,258144.7,,,,,,,,,505.23242,,,65014.4,,,,,
1995-Q3,,-1087.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552498.3,1075775.4,,138124.6,,10.8,0.38897581,7.880302872,44.3,,,5106864.4,1173094.6,,,,,,,,,,,,,,288471.2,561685.3,,,,10.3,-3.663936047,4.99729716,42.3,,,2801991.2,643643.6,,,,,39786.9,77469.4,,9946.7,,9.0,3.021039912,-0.563903185,39.5,,,443435.1,101861.2,,,,,,,,169782.3,330585.0,,42445.6,,9.2,10.837844594,18.381057883,49.0,,,1851461.4,425298.0,,,,,,,,,,,,,,,,,,,,,,,,,139046.8,270739.6,,34761.7,,14.3,14.329742381,12.50187325,39.9,,,973747.2,223678.8,,,,,,,,,143398.0,279211.7,,35849.5,,12.4,2.900333077,24.364172351,48.3,,,1156381.9,265631.8,,,,,,,,,513.58149,,,58809.1,,,,,
1995-Q4,,1591.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578225.1,1095052.3,,144556.3,,11.2,1.369192634,9.41361507,44.9,,,5176787.2,1189156.5,,,,,,,,,,,,,,300685.5,569443.2,,,,10.5,2.613460528,3.273675318,43.4,,,2875220.1,660465.0,,,,,44297.5,83891.3,,11074.4,,9.5,5.303413216,9.946650823,41.6,,,466952.3,107263.3,,,,,,,,176590.0,334429.1,,44147.5,,9.6,-0.693411247,9.606375272,48.6,,,1838623.1,422348.9,,,,,,,,,,,,,,,,,,,,,,,,,139576.2,264331.8,,34894.1,,14.8,-3.058845799,3.109561716,38.7,,,943961.8,216836.9,,,,,,,,,133211.3,252277.8,,33302.8,,12.6,-8.374748933,5.781820133,44.2,,,1059537.8,243385.8,,,,,,,,,528.03421,,,50287.2,,,,,
1996-Q1,,-20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592381.5,1125798.3,,148095.4,,11.3,1.687402878,5.58927427,45.7,,,5264140.5,1209222.3,,,,,,,,,,,,,,336604.8,639704.4,,,,10.7,9.738538112,9.08415111,47.6,,,3155224.5,724784.6,,,,,47333.2,89955.0,,11833.3,,10.1,0.589859235,6.356111042,41.8,,,469706.7,107896.0,,,,,,,,162821.7,309436.4,,40705.4,,9.2,-3.933943909,7.465674732,46.7,,,1766292.7,405734.0,,,,,,,,,,,,,,,,,,,,,,,,,134655.7,255908.0,,33663.9,,15.3,-6.779728435,10.364018546,36.1,,,879963.7,202135.9,,,,,,,,,134738.1,256064.6,,33684.5,,12.5,1.703328756,3.798947551,45.0,,,1077585.3,247531.4,,,,,,,,,526.188,,,45704.2,,,,,
1996-Q2,,-2483.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621029.1,1166951.1,,155257.3,,11.4,3.216570103,6.809182196,47.1,,,5433465.2,1248117.8,,,,,,,,,,,,,,341134.0,641011.4,,,,10.9,-0.558359238,7.87496902,47.4,,,3137607.0,720737.7,,,,,43867.2,82429.2,,10966.8,,9.8,-4.260468416,4.475360022,40.0,,,449695.0,103299.1,,,,,,,,176832.8,332279.6,,44208.2,,9.4,6.404013888,12.510772927,49.7,,,1879406.4,431717.2,,,,,,,,,,,,,,,,,,,,,,,,,148338.7,278737.5,,37084.7,,15.5,8.846141911,12.458118918,39.3,,,957806.6,220017.1,,,,,,,,,158274.3,297406.9,,39568.6,,12.7,15.517474794,10.768127082,52.0,,,1244799.3,285942.0,,,,,,,,,532.18087,,,69130.5,,,,,
1996-Q3,,-210.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645122.0,1186880.8,,161280.5,,11.7,1.872110621,8.387168374,48.0,,,5535185.7,1271484.0,,,,,,,,,,,,,,342751.5,630586.4,,,,11.0,-0.795808565,11.086634003,47.0,,,3112637.7,715002.0,,,,,45598.2,83890.5,,11399.5,,10.0,1.470556273,2.902988625,40.6,,,456308.0,104818.2,,,,,,,,216238.1,397830.0,,54059.5,,9.6,19.443173302,21.245985957,59.4,,,2244822.6,515656.8,,,,,,,,,,,,,,,,,,,,,,,,,154774.3,284750.2,,38693.6,,15.7,2.744109964,1.062147923,40.3,,,984089.8,226054.6,,,,,,,,,155615.8,286298.4,,38903.9,,13.0,-3.666043683,3.699682951,50.1,,,1199164.4,275459.3,,,,,,,,,543.54404,,,41375.8,,,,,
1996-Q4,,2921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702475.8,1213065.0,,175618.9,,12.3,3.246263562,10.394192376,49.6,,,5714872.4,1312759.7,,,,,,,,,,,,,,359815.0,621343.8,,,,11.3,2.439140584,10.897919817,48.2,,,3188559.3,732441.9,,,,,46512.0,80318.8,,11628.0,,10.2,-0.342235444,-2.613965688,40.5,,,454746.3,104459.5,,,,,,,,227041.6,392065.0,,56760.4,,10.7,-5.107162687,15.85712252,56.3,,,2130175.9,489321.3,,,,,,,,,,,,,,,,,,,,,,,,,163928.8,283079.2,,40982.2,,16.2,3.092254276,7.474732864,41.6,,,1014520.4,233044.8,,,,,,,,,152244.7,262902.6,,38061.2,,13.2,-3.529912697,9.182974684,48.3,,,1156834.9,265735.8,,,,,,,,,579.09165,,,57423.2,,,,,
1997-Q1,,-3237.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702398.4,1193809.3,,175599.6,,12.4,-1.251111353,7.204073481,49.0,,,5643373.0,1296335.6,,,,,,,,,,,,,,371669.6,631696.5,,,,11.4,2.483972254,3.566709864,49.3,,,3267762.2,750635.6,,,,,47707.1,81083.9,,11926.8,,10.2,2.852192589,-0.423688504,41.6,,,467716.6,107438.9,,,,,,,,203458.6,345802.0,,50864.7,,9.6,-0.075481855,20.510486352,56.3,,,2128568.0,488952.0,,,,,,,,,,,,,,,,,,,,,,,,,147177.6,250145.8,,36794.4,,17.3,-15.994091839,-3.148613632,34.9,,,852257.1,195771.4,,,,,,,,,160126.7,272154.2,,40031.7,,13.2,4.949673617,12.668067975,50.7,,,1214094.5,278888.9,,,,,,,,,588.36739,,,92512.1,,,,,
1997-Q2,,-2977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719853.8,1222452.0,,179963.4,,12.6,1.309338395,5.223160842,49.6,,,5717263.9,1313309.0,,,,,,,,,,,,,,383506.3,651268.3,,,,11.5,1.699692043,5.918430332,50.2,,,3323304.1,763394.1,,,,,46304.9,78634.8,,11576.2,,10.7,-7.336467265,-3.622958592,38.6,,,433402.7,99556.7,,,,,,,,220384.9,374256.5,,55096.2,,10.0,3.783384961,17.542428523,58.4,,,2209099.9,507450.9,,,,,,,,,,,,,,,,,,,,,,,,,159818.5,271403.0,,39954.6,,16.2,15.953284017,3.175327244,40.5,,,988220.0,227003.4,,,,,,,,,171726.6,291625.2,,42931.7,,13.5,5.027383572,2.436730137,53.2,,,1275131.7,292909.7,,,,,,,,,588.86058,,,81565.7,,,,,
1997-Q3,,2622.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768732.9,1274944.7,,192183.2,,13.2,1.871090663,5.222107333,50.5,,,5824239.1,1337882.2,,,,,,,,,,,,,,401203.7,665397.0,,,,11.9,1.78354658,8.672358813,51.1,,,3382576.8,777009.6,,,,,49792.5,82581.0,,12448.1,,10.8,6.125337724,0.798166916,40.9,,,459950.1,105654.8,,,,,,,,231008.1,383127.3,,57752.0,,10.2,2.35931029,0.73042754,59.8,,,2261219.4,519423.3,,,,,,,,,,,,,,,,,,,,,,,,,189671.3,314570.1,,47417.8,,17.5,9.590309177,10.050259971,44.4,,,1082993.4,248773.7,,,,,,,,,179181.8,297173.3,,44795.5,,13.9,1.44424005,7.870751283,54.0,,,1293547.6,297140.0,,,,,,,,,602.95392,,,76239.1,,,,,
1997-Q4,,6457.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827471.1,1306427.4,,206867.8,,14.3,-0.513920728,1.389963667,50.3,,,5794307.1,1331006.6,,,,,,,,,,,,,,452842.8,714957.0,,,,12.6,6.584390301,13.069838742,54.4,,,3605298.9,828170.9,,,,,51572.9,81424.3,,12893.2,,11.0,2.295332301,3.46591684,41.9,,,470507.5,108080.0,,,,,,,,227572.5,359295.9,,56893.1,,10.8,-6.730681777,-0.992966729,55.8,,,2109023.9,484462.5,,,,,,,,,,,,,,,,,,,,,,,,,268380.9,423725.0,,67095.2,,22.1,11.925578991,19.479772287,49.7,,,1212146.6,278441.4,,,,,,,,,242551.4,382944.9,,60637.9,,15.3,22.460112066,36.93223112,66.1,,,1584079.9,363878.0,,,,,,,,,633.38465,,,69653.4,,,,,
1998-Q1,,25440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015489.0,1188573.3,,253872.2,,18.9,-7.357209728,-4.879444535,46.6,,,5368007.8,1233081.6,,,,,,,,,,,,,,512751.6,600147.2,,,,15.8,-10.205421242,-0.930278982,48.9,,,3237362.9,743652.6,,,,,52495.5,61443.1,,13123.9,,13.0,-14.351410063,-13.840340582,35.9,,,402983.0,92569.0,,,,,,,,326230.9,381835.1,,81557.7,,18.2,-14.89022192,-15.671681121,47.5,,,1794985.6,412325.0,,,,,,,,,,,,,,,,,,,,,,,,,519679.1,608255.4,,129919.8,,38.7,10.785017727,57.567116177,55.1,,,1342876.9,308471.4,,,,,,,,,417918.4,489150.2,,104479.6,,27.9,-5.429909215,23.389555033,62.6,,,1498065.8,344119.7,,,,,,,,,854.37643,,,22250.2,,,,,
1998-Q2,,27987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073350.8,1099511.2,,268337.7,,21.7,-7.838990038,-13.468920055,42.9,,,4947210.2,1136420.5,,,,,,,,,,,,,,613440.1,628391.2,,,,19.1,-1.012596002,-3.572426805,48.4,,,3204581.5,736122.4,,,,,61932.7,63442.2,,15483.2,,15.7,-1.863656309,-8.751655593,35.2,,,395472.8,90843.8,,,,,,,,281193.0,288046.4,,70298.2,,19.6,-20.074994792,-35.057607457,37.9,,,1434642.3,329550.8,,,,,,,,,,,,,,,,,,,,,,,,,552836.2,566310.2,,138209.0,,45.9,-10.351743211,21.821623358,49.4,,,1203865.7,276539.2,,,,,,,,,440888.3,451633.9,,110222.1,,31.8,-7.476609169,8.699461383,57.9,,,1386061.3,318391.2,,,,,,,,,976.20728,,,4837.2,,,,,
1998-Q3,,45156.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245481.1,1076458.5,,311370.3,,25.5,-1.114245198,-16.004716367,42.4,,,4892086.1,1123758.0,,,,,,,,,,,,,,767353.4,663216.9,,,,24.6,-2.539738278,-7.668215183,47.2,,,3123193.5,717426.8,,,,,63982.9,55299.9,,15995.7,,17.1,-5.401133147,-18.662308472,33.3,,,374112.8,85937.2,,,,,,,,316440.1,273496.4,,79110.0,,22.7,-2.698523023,-38.266575899,36.9,,,1395928.2,320657.8,,,,,,,,,,,,,,,,,,,,,,,,,724684.4,626338.5,,181171.1,,54.5,10.365564934,22.683404985,54.5,,,1328653.2,305204.1,,,,,,,,,544060.2,470226.5,,136015.1,,40.3,-2.591665236,4.374910964,56.4,,,1350139.2,310139.6,,,,,,,,,1157.01731,,,-82919.5,,,,,
1998-Q4,,14461.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261697.7,1055282.4,,315424.4,,26.5,-2.792810871,-17.92876469,41.3,,,4755459.4,1092373.5,,,,,,,,,,,,,,799045.7,668320.8,,,,25.2,1.697566724,-11.901566255,48.0,,,3176211.8,729605.6,,,,,69112.6,57805.7,,17278.1,,18.3,0.896513132,-19.774546142,33.6,,,377466.8,86707.6,,,,,,,,283137.3,236815.7,,70784.3,,23.4,-13.460096077,-42.720664283,31.9,,,1208034.9,277496.9,,,,,,,,,,,,,,,,,,,,,,,,,417582.0,349265.0,,104395.5,,57.8,-45.605466994,-40.377288356,29.6,,,722714.7,166014.3,,,,,,,,,359734.3,300881.3,,89933.6,,42.4,-37.141760382,-46.424814964,35.4,,,848673.7,194948.3,,,,,,,,,1195.60194,,,52554.5,,,,,
1999-Q1,,25138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316556.3,1132435.4,,329139.1,,26.2,5.647681199,-6.407873962,43.6,,,5024032.6,1154067.3,,,,,,,,,,,,,,850219.1,731315.7,,,,25.7,4.156394776,2.188966987,50.0,,,3308227.7,759930.9,,,,,76243.6,65580.9,,19060.9,,19.5,3.638828594,-2.923421536,34.8,,,391202.1,89862.8,,,,,,,,267590.1,230167.5,,66897.5,,23.0,-3.508065972,-35.060412471,30.8,,,1165656.2,267762.1,,,,,,,,,,,,,,,,,,,,,,,,,408819.9,351646.3,,102205.0,,54.1,4.544982241,-43.735574919,31.0,,,755562.0,173559.7,,,,,,,,,308268.0,265156.6,,77067.0,,43.4,-16.307116071,-52.586893959,29.7,,,710279.5,163157.9,,,,,,,,,1162.58836,,,21951.6,,,,,
1999-Q2,,22707.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307180.7,1135541.2,,326795.2,,26.0,-0.054982737,1.497006775,43.6,,,5021270.2,1153432.8,,,,,,,,,,,,,,851811.1,739963.9,,,,25.6,0.637283331,3.89220859,50.3,,,3329310.5,764773.8,,,,,98452.9,85525.6,,24613.2,,22.9,9.802779755,8.617029771,38.2,,,429550.8,98671.8,,,,,,,,262705.8,228211.2,,65676.5,,23.1,-2.342826897,-20.652910513,30.1,,,1138346.9,261488.9,,,,,,,,,,,,,,,,,,,,,,,,,417527.3,362703.8,,104381.8,,55.5,-0.344249631,-37.454740322,30.9,,,752960.9,172962.2,,,,,,,,,326698.1,283800.9,,81674.5,,42.7,7.726982823,-44.795896322,31.9,,,765162.7,175765.0,,,,,,,,,1151.15213,,,3381.6,,,,,
1999-Q3,,30481.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309988.4,1126816.0,,327497.1,,26.0,0.273416965,2.921312595,43.7,,,5034999.2,1156586.5,,,,,,,,,,,,,,836408.8,719455.8,,,,24.9,0.991929003,7.656950315,50.8,,,3362334.9,772359.8,,,,,79742.0,68591.9,,19935.5,,21.4,-13.259735249,-0.406101762,33.2,,,372593.5,85588.2,,,,,,,,271084.3,233179.3,,67771.1,,23.1,3.098704129,-15.925406718,31.0,,,1173620.9,269591.7,,,,,,,,,,,,,,,,,,,,,,,,,446113.5,383734.5,,111528.4,,54.7,8.294611245,-38.628370307,33.4,,,815416.1,187308.7,,,,,,,,,324188.9,278858.4,,81047.2,,42.2,0.348703025,-43.129505097,32.1,,,767830.8,176377.9,,,,,,,,,1162.5575,,,828.8,,,,,
1999-Q4,,27036.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354654.4,1098725.5,,338663.6,,26.9,0.107211652,5.991806941,43.7,,,5040397.3,1157826.5,,,,,,,,,,,,,,841446.9,682476.1,,,,25.3,-0.907695383,4.899022253,50.3,,,3331815.2,765349.1,,,,,75942.3,61594.9,,18985.6,,20.7,-1.378166184,-2.651414045,32.7,,,367458.6,84408.7,,,,,,,,298494.7,242101.4,,74623.7,,23.1,10.301247365,7.159034044,34.2,,,1294518.5,297363.0,,,,,,,,,,,,,,,,,,,,,,,,,436209.5,353798.4,,109052.4,,53.7,-0.450424052,12.31863523,33.3,,,811743.3,186465.0,,,,,,,,,328062.7,266083.3,,82015.7,,42.5,0.564985875,-9.01462479,32.2,,,772169.0,177374.4,,,,,,,,,1232.93251,,,30623.6,,,,,
2000-Q1,,35414.4,,29831.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426088.5,1098427.1,,356522.1,35.2,27.4,3.147464302,3.483446099,45.1,,1012908.5,5199042.1,1194268.6,,,,,,,,,,,,,,840662.0,647509.5,,210165.5,33.5,25.2,0.093041523,0.806697588,50.4,,627061.8,3334915.1,766061.2,,,,,98980.2,76238.3,,24745.1,35.1,24.3,11.069405963,4.328172751,36.3,,70404.1,408134.0,93752.2,,,,,,,,305414.2,235241.6,,76353.6,31.0,23.9,-1.210665981,9.71040962,33.8,,246110.9,1278846.2,293763.0,,,,,,,,,,,,,,,,,,,,,,,,,491194.9,378336.8,,122798.7,68.9,56.7,6.788092867,14.72853687,35.5,,178102.5,866845.2,199122.5,,,,,,,,,349537.5,269226.9,,87384.4,58.9,45.8,-1.261201885,7.34229928,31.8,,148270.6,762430.4,175137.4,,,,,,,,,1298.30054,,,39374.7,,,,,72731.9
2000-Q2,,42533.8,,44769.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476857.6,1070164.4,,369214.4,36.7,28.6,-0.574923718,2.945097255,44.8,,1007085.1,5169151.5,1187402.5,,,,,,,,,,,,,,870399.1,630710.9,,217599.8,34.1,25.6,1.838468021,2.009904369,51.3,,638590.2,3396226.5,780145.0,,,,,106587.5,77235.7,,26646.9,37.4,25.8,1.308186972,-3.742891982,36.8,,71325.1,413473.2,94978.7,,,,,,,,331519.9,240226.8,,82880.0,30.9,23.8,8.930568858,22.375212694,36.8,,268089.9,1393054.5,319997.7,,,,,,,,,,,,,,,,,,,,,,,,,565773.0,409971.9,,141443.2,68.8,56.5,15.478638826,32.944614064,41.0,,205670.3,1001021.0,229943.9,,,,,,,,,395637.8,286688.1,,98909.4,61.5,47.8,8.518431363,8.130921627,34.5,,160901.0,827377.5,190056.4,,,,,,,,,1380.02867,,,-1784.0,,,,,-207246.1
2000-Q3,,44031.2,,20116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549477.4,1089902.5,,387369.4,37.5,29.3,2.436406825,5.165717716,45.9,,1031621.8,5295093.1,1216332.5,,,,,,,,,,,,,,896818.4,630822.1,,224204.6,35.2,26.5,-0.195890454,0.810111966,51.2,,637339.2,3389573.6,778616.8,,,,,101796.3,71603.5,,25449.1,35.4,24.4,0.86562363,11.932252651,37.1,,71942.5,417052.3,95800.8,,,,,,,,353861.2,248906.0,,88465.3,32.3,24.8,2.272239197,21.394222462,37.7,,274181.6,1424708.0,327268.8,,,,,,,,,,,,,,,,,,,,,,,,,633420.0,445547.7,,158355.0,74.6,61.3,3.211693046,26.704722803,42.4,,212275.8,1033170.7,237329.0,,,,,,,,,457295.4,321661.6,,114323.8,59.5,46.3,19.427220162,28.689011358,41.3,,192159.6,988113.9,226979.0,,,,,,,,,1421.66607,,,20876.9,,,,,18702.4
2000-Q4,,20312.6,,-18324.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630306.8,1127074.1,,407576.7,38.4,29.9,2.875613082,8.074008921,47.3,,1061287.2,5447359.5,1251309.5,,,,,,,,,,,,,,928432.8,641850.1,,232108.2,36.1,27.1,0.957243404,2.707380261,51.7,,643440.1,3422020.1,786070.0,,,,,105569.3,72982.8,,26392.3,36.1,24.9,1.535807115,15.239508081,37.7,,73047.4,423457.4,97272.1,,,,,,,,379285.4,262210.0,,94821.4,33.4,25.7,3.478010348,13.884773819,39.0,,283717.7,1474259.5,338651.2,,,,,,,,,,,,,,,,,,,,,,,,,685161.7,473670.4,,171290.4,78.3,64.3,3.0931539,31.214918431,43.7,,218841.8,1065128.3,244669.9,,,,,,,,,603911.2,417499.8,,150977.8,63.7,49.5,23.421408132,57.937465557,50.9,,237166.0,1219544.1,280140.7,,,,,,,,,1446.49472,,,135768.7,,,,,282038.3
2001-Q1,,24709.9,,5404.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690770.9,1135580.4,,422692.7,40.1,31.3,-0.712595937,4.029583907,46.9,,1053724.5,5408541.8,1242392.7,,,,,,,,,,,,,,978138.4,656951.7,,244534.6,37.7,28.3,0.833271571,3.466944441,52.1,,648801.7,3450534.8,792620.1,,,,,116485.0,78235.4,,29121.3,39.0,26.9,2.202964462,6.040175933,38.5,,74656.6,432786.0,99415.0,,,,,,,,403810.8,271213.4,,100952.7,34.5,26.6,3.008068148,18.748148867,40.2,,292252.1,1518606.2,348838.1,,,,,,,,,,,,,,,,,,,,,,,,,702810.4,472031.8,,175702.6,82.9,68.1,-3.171907544,18.976656595,42.3,,211900.4,1031343.4,236909.2,,,,,,,,,603970.6,405647.6,,150992.7,73.1,56.9,-12.932005955,39.26945206,44.3,,206495.7,1061832.6,243912.9,,,,,,,,,1488.90464,,,93496.8,,,,,37104.0
2001-Q2,,27823.5,,581.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819103.8,1156192.2,,454775.9,42.7,33.3,1.022894734,5.701399459,47.4,,1064503.0,5463865.5,1255101.1,,,,,,,,,,,,,,1038918.4,660319.3,,259729.6,39.6,29.8,1.006521715,2.621694666,52.6,,655332.1,3485265.2,800598.0,,,,,123571.5,78540.0,,30892.9,40.6,28.0,1.850545143,6.607867031,39.2,,76038.2,440794.9,101254.7,,,,,,,,420630.2,267345.6,,105157.6,35.3,27.2,1.945663011,11.133714755,40.9,,297938.3,1548153.2,355625.3,,,,,,,,,,,,,,,,,,,,,,,,,744632.2,473275.9,,186158.1,87.5,71.9,0.416371804,3.458131358,42.5,,212782.7,1035637.6,237895.7,,,,,,,,,633338.3,402539.3,,158334.6,74.6,58.0,2.763028391,31.883132443,45.6,,212201.3,1091171.3,250652.3,,,,,,,,,1573.35763,,,124689.8,,,,,45185.9
2001-Q3,,39431.4,,18995.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833423.0,1166512.5,,458355.8,43.0,33.5,0.020738765,3.208735938,47.4,,1064723.8,5464998.6,1255361.3,,,,,,,,,,,,,,1098663.4,699022.8,,274665.8,41.5,31.2,1.101158474,3.955360782,53.2,,662548.3,3523643.5,809413.9,,,,,135901.4,86467.1,,33975.4,43.7,30.2,2.242527645,8.063157692,40.1,,77743.3,450679.9,103525.4,,,,,,,,383120.0,243759.5,,95780.0,35.0,27.0,-8.218639243,-0.266155838,37.6,,273451.8,1420916.1,326397.7,,,,,,,,,,,,,,,,,,,,,,,,,620561.3,394831.2,,155140.3,77.4,63.6,-5.783700499,-5.558740467,40.0,,200476.0,975739.4,224136.5,,,,,,,,,462835.7,294478.5,,115708.9,63.8,49.6,-14.477256098,-5.557482242,39.0,,181480.3,933199.7,214364.7,,,,,,,,,1571.7131,,,58012.6,,,,,27219.5
2001-Q4,,37903.4,,25799.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862307.2,1189404.0,,465576.8,43.1,33.6,1.416301355,1.744698795,48.1,,1079803.5,5542399.5,1273141.0,,,,,,,,,,,,,,1175306.9,750636.0,,293826.7,43.9,33.0,0.932274222,3.929650092,53.7,,668725.1,3556493.5,816959.8,,,,,139942.4,89377.4,,34985.6,43.7,30.2,2.860930877,9.473468617,41.3,,79967.5,463573.5,106487.2,,,,,,,,400867.9,256023.2,,100217.0,36.0,27.7,1.686484929,-1.992858124,38.2,,278063.6,1444879.6,331902.4,,,,,,,,,,,,,,,,,,,,,,,,,612490.5,391180.7,,153122.6,78.5,64.5,-2.737795537,-10.900338704,38.9,,194987.3,949025.7,218000.1,,,,,,,,,460876.8,294349.2,,115219.2,68.1,53.0,-6.773318158,-28.662598421,36.3,,169188.1,869991.1,199845.1,,,,,,,,,1565.74823,,,-5423.7,,,,,-1581.7
2002-Q1,,34172.9,,23489.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915114.3,1204549.5,,478778.6,43.8,34.1,1.219098583,3.724201422,48.7,,1092967.4,5609966.8,1288661.9,,,,,,,,,,,,,,1205100.8,757972.3,,301275.2,44.6,33.5,1.040702394,4.143450681,54.3,,675684.5,3593506.0,825462.0,,,,,144678.3,90998.3,,36169.6,43.5,30.0,3.931813153,11.325303971,42.9,,83111.7,481800.4,110674.1,,,,,,,,419372.3,263772.6,,104843.1,36.8,28.3,2.419587799,-2.552768411,39.1,,284791.6,1479839.7,339933.0,,,,,,,,,,,,,,,,,,,,,,,,,641672.5,403592.8,,160418.1,79.8,65.6,3.055532273,-5.169948232,40.1,,200945.2,978023.5,224661.1,,,,,,,,,504980.9,317617.9,,126245.2,71.1,55.3,4.8866172,-14.063269591,38.1,,177455.7,912504.2,209610.8,,,,,,,,,1589.90086,,,9271.3,,,,,-10698.6
